======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-28 11:18:29
Log file: logs/simulation_20260228_111829.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------

Time step: dt_phys = 1.00e-04, dt (rescaled) = 1.0000e-01
  CFL limit: dt_CFL = 0.5774 (rescaled)
  dt/dt_CFL = 1.7321e-01 (SAFE)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7400.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 1000 GeV  →  3H/η = 7.22e-08
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11
Couplings: boson=1.09, fermion=1.09

Finding thermal VEV at T = 7400.0...
  V'(0) = 1.6066e-06
  V'(VEV) = 7.2925e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = 1.6066e-06
  V'(1e0)   = 1.6066e+04
  V'(1e5)   = -9.9981e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  Barrier found between 2.1249e+03 and 2.2355e+03
  Barrier top at: 2.1539e+03
  Escape point: 2.3693e+03
  V'(escape) = -8.3211e+06 (should be < 0)

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/256x256x256_T0_7400_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_1000_gb_1.09_gf_1.09_rk2_fused_table/field_states
Figures will be saved to: data/set6/256x256x256_T0_7400_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_1000_gb_1.09_gf_1.09_rk2_fused_table/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 256×256×256, Steps: 50000, dt: 1.00e-01
Integrator: rk2_fused_table
Using Vprime lookup table: True (size=16384)
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 1.2166e+03)
Overdamped mode: DISABLED (η = 1000)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 7.22e-08
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Dense snapshots: enabled (threshold=50000.0, interval=50)
Step 0/50000 | t=0.00e+00 | T=7400.0 | a=1.000000 | H=2.41e-05 | 4.4 steps/s | 229.29 ms/step | ETA: 191.1 min
Step 18800/50000 | t=1.88e+00 | T=7399.7 | a=1.000045 | H=2.41e-05 | 11.0 steps/s | 91.24 ms/step | ETA: 47.4 min
Step 18850/50000 | t=1.89e+00 | T=7399.7 | a=1.000045 | H=2.41e-05 | 11.0 steps/s | 91.27 ms/step | ETA: 47.4 min
Step 18900/50000 | t=1.89e+00 | T=7399.7 | a=1.000045 | H=2.41e-05 | 11.0 steps/s | 91.31 ms/step | ETA: 47.3 min
Step 18950/50000 | t=1.90e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.34 ms/step | ETA: 47.3 min
Step 19000/50000 | t=1.90e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.38 ms/step | ETA: 47.2 min
Step 19050/50000 | t=1.91e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.41 ms/step | ETA: 47.2 min
Step 19100/50000 | t=1.91e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.56 ms/step | ETA: 47.2 min
Step 19150/50000 | t=1.92e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.60 ms/step | ETA: 47.1 min
Step 19200/50000 | t=1.92e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.63 ms/step | ETA: 47.0 min
Step 19250/50000 | t=1.93e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.67 ms/step | ETA: 47.0 min
Step 19300/50000 | t=1.93e+00 | T=7399.7 | a=1.000046 | H=2.41e-05 | 10.9 steps/s | 91.71 ms/step | ETA: 46.9 min
Step 19350/50000 | t=1.94e+00 | T=7399.7 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 91.75 ms/step | ETA: 46.9 min
Step 19400/50000 | t=1.94e+00 | T=7399.7 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 91.78 ms/step | ETA: 46.8 min
Step 19450/50000 | t=1.95e+00 | T=7399.7 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 91.82 ms/step | ETA: 46.8 min
Step 19500/50000 | t=1.95e+00 | T=7399.7 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 91.86 ms/step | ETA: 46.7 min
Step 19550/50000 | t=1.96e+00 | T=7399.7 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 91.91 ms/step | ETA: 46.6 min
Step 19600/50000 | t=1.96e+00 | T=7399.7 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 92.05 ms/step | ETA: 46.6 min
Step 19650/50000 | t=1.97e+00 | T=7399.7 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 92.10 ms/step | ETA: 46.6 min
Step 19700/50000 | t=1.97e+00 | T=7399.6 | a=1.000047 | H=2.41e-05 | 10.9 steps/s | 92.13 ms/step | ETA: 46.5 min
Step 19750/50000 | t=1.98e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.9 steps/s | 92.16 ms/step | ETA: 46.5 min
Step 19800/50000 | t=1.98e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.20 ms/step | ETA: 46.4 min
Step 19850/50000 | t=1.99e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.23 ms/step | ETA: 46.3 min
Step 19900/50000 | t=1.99e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.26 ms/step | ETA: 46.3 min
Step 19950/50000 | t=2.00e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.30 ms/step | ETA: 46.2 min
Step 20000/50000 | t=2.00e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.33 ms/step | ETA: 46.2 min
Step 20050/50000 | t=2.00e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.37 ms/step | ETA: 46.1 min
Step 20100/50000 | t=2.01e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.51 ms/step | ETA: 46.1 min
Step 20150/50000 | t=2.02e+00 | T=7399.6 | a=1.000048 | H=2.41e-05 | 10.8 steps/s | 92.54 ms/step | ETA: 46.0 min
Step 20200/50000 | t=2.02e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.57 ms/step | ETA: 46.0 min
Step 20250/50000 | t=2.02e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.61 ms/step | ETA: 45.9 min
Step 20300/50000 | t=2.03e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.64 ms/step | ETA: 45.9 min
Step 20350/50000 | t=2.04e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.67 ms/step | ETA: 45.8 min
Step 20400/50000 | t=2.04e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.70 ms/step | ETA: 45.7 min
Step 20450/50000 | t=2.04e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.74 ms/step | ETA: 45.7 min
Step 20500/50000 | t=2.05e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.77 ms/step | ETA: 45.6 min
Step 20550/50000 | t=2.06e+00 | T=7399.6 | a=1.000049 | H=2.41e-05 | 10.8 steps/s | 92.80 ms/step | ETA: 45.6 min
Step 20600/50000 | t=2.06e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.8 steps/s | 92.93 ms/step | ETA: 45.5 min
Step 20650/50000 | t=2.06e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.8 steps/s | 92.96 ms/step | ETA: 45.5 min
Step 20700/50000 | t=2.07e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.8 steps/s | 92.99 ms/step | ETA: 45.4 min
Step 20750/50000 | t=2.08e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.8 steps/s | 93.02 ms/step | ETA: 45.3 min
Step 20800/50000 | t=2.08e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.7 steps/s | 93.05 ms/step | ETA: 45.3 min
Step 20850/50000 | t=2.08e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.7 steps/s | 93.08 ms/step | ETA: 45.2 min
Step 20900/50000 | t=2.09e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.7 steps/s | 93.11 ms/step | ETA: 45.2 min
Step 20950/50000 | t=2.10e+00 | T=7399.6 | a=1.000050 | H=2.41e-05 | 10.7 steps/s | 93.14 ms/step | ETA: 45.1 min
Step 21000/50000 | t=2.10e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.17 ms/step | ETA: 45.0 min
Step 21050/50000 | t=2.10e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.21 ms/step | ETA: 45.0 min
Step 21100/50000 | t=2.11e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.34 ms/step | ETA: 45.0 min
Step 21150/50000 | t=2.12e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.37 ms/step | ETA: 44.9 min
Step 21200/50000 | t=2.12e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.39 ms/step | ETA: 44.8 min
Step 21250/50000 | t=2.12e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.42 ms/step | ETA: 44.8 min
Step 21300/50000 | t=2.13e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.45 ms/step | ETA: 44.7 min
Step 21350/50000 | t=2.13e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.48 ms/step | ETA: 44.6 min
Step 21400/50000 | t=2.14e+00 | T=7399.6 | a=1.000051 | H=2.41e-05 | 10.7 steps/s | 93.51 ms/step | ETA: 44.6 min
Step 21450/50000 | t=2.15e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.54 ms/step | ETA: 44.5 min
Step 21500/50000 | t=2.15e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.59 ms/step | ETA: 44.5 min
Step 21550/50000 | t=2.15e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.62 ms/step | ETA: 44.4 min
Step 21600/50000 | t=2.16e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.74 ms/step | ETA: 44.4 min
Step 21650/50000 | t=2.17e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.77 ms/step | ETA: 44.3 min
Step 21700/50000 | t=2.17e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.80 ms/step | ETA: 44.2 min
Step 21750/50000 | t=2.17e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.82 ms/step | ETA: 44.2 min
Step 21800/50000 | t=2.18e+00 | T=7399.6 | a=1.000052 | H=2.41e-05 | 10.7 steps/s | 93.85 ms/step | ETA: 44.1 min
Step 21850/50000 | t=2.19e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.7 steps/s | 93.88 ms/step | ETA: 44.0 min
Step 21900/50000 | t=2.19e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.6 steps/s | 93.91 ms/step | ETA: 44.0 min
Step 21950/50000 | t=2.19e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.6 steps/s | 93.93 ms/step | ETA: 43.9 min
Step 22000/50000 | t=2.20e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.6 steps/s | 93.96 ms/step | ETA: 43.8 min
Step 22050/50000 | t=2.21e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.6 steps/s | 93.98 ms/step | ETA: 43.8 min
Step 22100/50000 | t=2.21e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.6 steps/s | 94.11 ms/step | ETA: 43.8 min
Step 22150/50000 | t=2.21e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.6 steps/s | 94.13 ms/step | ETA: 43.7 min
Step 22200/50000 | t=2.22e+00 | T=7399.6 | a=1.000053 | H=2.41e-05 | 10.6 steps/s | 94.16 ms/step | ETA: 43.6 min
Step 22250/50000 | t=2.23e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.20 ms/step | ETA: 43.6 min
Step 22300/50000 | t=2.23e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.23 ms/step | ETA: 43.5 min
Step 22350/50000 | t=2.23e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.27 ms/step | ETA: 43.4 min
Step 22400/50000 | t=2.24e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.30 ms/step | ETA: 43.4 min
Step 22450/50000 | t=2.25e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.33 ms/step | ETA: 43.3 min
Step 22500/50000 | t=2.25e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.36 ms/step | ETA: 43.2 min
Step 22550/50000 | t=2.25e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.38 ms/step | ETA: 43.2 min
Step 22600/50000 | t=2.26e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.49 ms/step | ETA: 43.2 min
Step 22650/50000 | t=2.27e+00 | T=7399.6 | a=1.000054 | H=2.41e-05 | 10.6 steps/s | 94.53 ms/step | ETA: 43.1 min
Step 22700/50000 | t=2.27e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.55 ms/step | ETA: 43.0 min
Step 22750/50000 | t=2.27e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.57 ms/step | ETA: 43.0 min
Step 22800/50000 | t=2.28e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.61 ms/step | ETA: 42.9 min
Step 22850/50000 | t=2.29e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.63 ms/step | ETA: 42.8 min
Step 22900/50000 | t=2.29e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.66 ms/step | ETA: 42.8 min
Step 22950/50000 | t=2.29e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.69 ms/step | ETA: 42.7 min
Step 23000/50000 | t=2.30e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.71 ms/step | ETA: 42.6 min
Step 23050/50000 | t=2.31e+00 | T=7399.6 | a=1.000055 | H=2.41e-05 | 10.6 steps/s | 94.73 ms/step | ETA: 42.5 min
Step 23100/50000 | t=2.31e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 94.85 ms/step | ETA: 42.5 min
Step 23150/50000 | t=2.31e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 94.87 ms/step | ETA: 42.5 min
Step 23200/50000 | t=2.32e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 94.89 ms/step | ETA: 42.4 min
Step 23250/50000 | t=2.33e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 94.91 ms/step | ETA: 42.3 min
Step 23300/50000 | t=2.33e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 94.94 ms/step | ETA: 42.2 min
Step 23350/50000 | t=2.33e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 94.96 ms/step | ETA: 42.2 min
Step 23400/50000 | t=2.34e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 94.98 ms/step | ETA: 42.1 min
Step 23450/50000 | t=2.35e+00 | T=7399.6 | a=1.000056 | H=2.41e-05 | 10.5 steps/s | 95.02 ms/step | ETA: 42.0 min
Step 23500/50000 | t=2.35e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.05 ms/step | ETA: 42.0 min
Step 23550/50000 | t=2.35e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.07 ms/step | ETA: 41.9 min
Step 23600/50000 | t=2.36e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.18 ms/step | ETA: 41.9 min
Step 23650/50000 | t=2.37e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.20 ms/step | ETA: 41.8 min
Step 23700/50000 | t=2.37e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.22 ms/step | ETA: 41.7 min
Step 23750/50000 | t=2.38e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.25 ms/step | ETA: 41.7 min
Step 23800/50000 | t=2.38e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.27 ms/step | ETA: 41.6 min
Step 23850/50000 | t=2.38e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 41.5 min
Step 23900/50000 | t=2.39e+00 | T=7399.6 | a=1.000057 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 41.5 min
Step 23950/50000 | t=2.40e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 41.4 min
Step 24000/50000 | t=2.40e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.35 ms/step | ETA: 41.3 min
Step 24050/50000 | t=2.40e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.37 ms/step | ETA: 41.2 min
Step 24100/50000 | t=2.41e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.48 ms/step | ETA: 41.2 min
Step 24150/50000 | t=2.42e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.50 ms/step | ETA: 41.1 min
Step 24200/50000 | t=2.42e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.52 ms/step | ETA: 41.1 min
Step 24250/50000 | t=2.42e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.54 ms/step | ETA: 41.0 min
Step 24300/50000 | t=2.43e+00 | T=7399.6 | a=1.000058 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 40.9 min
Step 24350/50000 | t=2.44e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.5 steps/s | 95.59 ms/step | ETA: 40.9 min
Step 24400/50000 | t=2.44e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.5 steps/s | 95.61 ms/step | ETA: 40.8 min
Step 24450/50000 | t=2.44e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.5 steps/s | 95.63 ms/step | ETA: 40.7 min
Step 24500/50000 | t=2.45e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.5 steps/s | 95.65 ms/step | ETA: 40.7 min
Step 24550/50000 | t=2.46e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.5 steps/s | 95.67 ms/step | ETA: 40.6 min
Step 24600/50000 | t=2.46e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.4 steps/s | 95.77 ms/step | ETA: 40.5 min
Step 24650/50000 | t=2.46e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.4 steps/s | 95.80 ms/step | ETA: 40.5 min
Step 24700/50000 | t=2.47e+00 | T=7399.6 | a=1.000059 | H=2.41e-05 | 10.4 steps/s | 95.81 ms/step | ETA: 40.4 min
Step 24750/50000 | t=2.48e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 95.83 ms/step | ETA: 40.3 min
Step 24800/50000 | t=2.48e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 95.86 ms/step | ETA: 40.3 min
Step 24850/50000 | t=2.48e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 95.88 ms/step | ETA: 40.2 min
Step 24900/50000 | t=2.49e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 95.90 ms/step | ETA: 40.1 min
Step 24950/50000 | t=2.50e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 95.92 ms/step | ETA: 40.0 min
Step 25000/50000 | t=2.50e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 95.94 ms/step | ETA: 40.0 min
Step 25050/50000 | t=2.50e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 95.96 ms/step | ETA: 39.9 min
Step 25100/50000 | t=2.51e+00 | T=7399.6 | a=1.000060 | H=2.41e-05 | 10.4 steps/s | 96.06 ms/step | ETA: 39.9 min
Step 25150/50000 | t=2.52e+00 | T=7399.6 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.08 ms/step | ETA: 39.8 min
Step 25200/50000 | t=2.52e+00 | T=7399.6 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.09 ms/step | ETA: 39.7 min
Step 25250/50000 | t=2.52e+00 | T=7399.6 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.11 ms/step | ETA: 39.6 min
Step 25300/50000 | t=2.53e+00 | T=7399.5 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.13 ms/step | ETA: 39.6 min
Step 25350/50000 | t=2.54e+00 | T=7399.5 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.15 ms/step | ETA: 39.5 min
Step 25400/50000 | t=2.54e+00 | T=7399.5 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.17 ms/step | ETA: 39.4 min
Step 25450/50000 | t=2.54e+00 | T=7399.5 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.18 ms/step | ETA: 39.4 min
Step 25500/50000 | t=2.55e+00 | T=7399.5 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.21 ms/step | ETA: 39.3 min
Step 25550/50000 | t=2.56e+00 | T=7399.5 | a=1.000061 | H=2.41e-05 | 10.4 steps/s | 96.23 ms/step | ETA: 39.2 min
Step 25600/50000 | t=2.56e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.33 ms/step | ETA: 39.2 min
Step 25650/50000 | t=2.56e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.35 ms/step | ETA: 39.1 min
Step 25700/50000 | t=2.57e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.36 ms/step | ETA: 39.0 min
Step 25750/50000 | t=2.58e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.38 ms/step | ETA: 39.0 min
Step 25800/50000 | t=2.58e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.40 ms/step | ETA: 38.9 min
Step 25850/50000 | t=2.58e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.42 ms/step | ETA: 38.8 min
Step 25900/50000 | t=2.59e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.44 ms/step | ETA: 38.7 min
Step 25950/50000 | t=2.60e+00 | T=7399.5 | a=1.000062 | H=2.41e-05 | 10.4 steps/s | 96.45 ms/step | ETA: 38.7 min
Step 26000/50000 | t=2.60e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.4 steps/s | 96.48 ms/step | ETA: 38.6 min
Step 26050/50000 | t=2.60e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.4 steps/s | 96.50 ms/step | ETA: 38.5 min
Step 26100/50000 | t=2.61e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.4 steps/s | 96.60 ms/step | ETA: 38.5 min
Step 26150/50000 | t=2.62e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.4 steps/s | 96.62 ms/step | ETA: 38.4 min
Step 26200/50000 | t=2.62e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.3 steps/s | 96.63 ms/step | ETA: 38.3 min
Step 26250/50000 | t=2.62e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.3 steps/s | 96.65 ms/step | ETA: 38.3 min
Step 26300/50000 | t=2.63e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.3 steps/s | 96.67 ms/step | ETA: 38.2 min
Step 26350/50000 | t=2.63e+00 | T=7399.5 | a=1.000063 | H=2.41e-05 | 10.3 steps/s | 96.68 ms/step | ETA: 38.1 min
Step 26400/50000 | t=2.64e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.70 ms/step | ETA: 38.0 min
Step 26450/50000 | t=2.65e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.71 ms/step | ETA: 38.0 min
Step 26500/50000 | t=2.65e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.73 ms/step | ETA: 37.9 min
Step 26550/50000 | t=2.65e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.74 ms/step | ETA: 37.8 min
Step 26600/50000 | t=2.66e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.84 ms/step | ETA: 37.8 min
Step 26650/50000 | t=2.67e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.86 ms/step | ETA: 37.7 min
Step 26700/50000 | t=2.67e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.87 ms/step | ETA: 37.6 min
Step 26750/50000 | t=2.67e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.89 ms/step | ETA: 37.5 min
Step 26800/50000 | t=2.68e+00 | T=7399.5 | a=1.000064 | H=2.41e-05 | 10.3 steps/s | 96.93 ms/step | ETA: 37.5 min
Step 26850/50000 | t=2.69e+00 | T=7399.5 | a=1.000065 | H=2.41e-05 | 10.3 steps/s | 96.95 ms/step | ETA: 37.4 min
Step 26900/50000 | t=2.69e+00 | T=7399.5 | a=1.000065 | H=2.41e-05 | 10.3 steps/s | 96.97 ms/step | ETA: 37.3 min
