======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-28 01:14:38
Log file: logs/simulation_20260228_011438.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------

Time step: dt_phys = 1.00e-04, dt (rescaled) = 1.0000e-01
  CFL limit: dt_CFL = 0.5774 (rescaled)
  dt/dt_CFL = 1.7321e-01 (SAFE)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7385.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 10000 GeV  →  3H/η = 7.22e-09
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11
Couplings: boson=1.09, fermion=1.09

Finding thermal VEV at T = 7385.0...
  V'(0) = 1.1883e-06
  V'(VEV) = 7.2482e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = 1.1883e-06
  V'(1e0)   = 1.1883e+04
  V'(1e5)   = -9.9982e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  Barrier found between 1.8249e+03 and 1.9198e+03
  Barrier top at: 1.8614e+03
  Escape point: 2.0476e+03
  V'(escape) = -5.2920e+06 (should be < 0)

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/256x256x256_T0_7385_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_10000_gb_1.09_gf_1.09_rk2_fused_table/field_states
Figures will be saved to: data/set6/256x256x256_T0_7385_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_10000_gb_1.09_gf_1.09_rk2_fused_table/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 256×256×256, Steps: 300000, dt: 1.00e-01
Integrator: rk2_fused_table
Using Vprime lookup table: True (size=16384)
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8432e+03)
Overdamped mode: DISABLED (η = 10000)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 7.22e-09
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Dense snapshots: enabled (threshold=40000.0, interval=50)
Step 0/300000 | t=0.00e+00 | T=7385.0 | a=1.000000 | H=2.41e-05 | 4.3 steps/s | 232.65 ms/step | ETA: 1163.2 min
Step 36100/300000 | t=3.61e+00 | T=7384.4 | a=1.000087 | H=2.41e-05 | 10.5 steps/s | 95.64 ms/step | ETA: 420.6 min
Step 36150/300000 | t=3.62e+00 | T=7384.4 | a=1.000087 | H=2.41e-05 | 10.5 steps/s | 95.62 ms/step | ETA: 420.5 min
Step 36200/300000 | t=3.62e+00 | T=7384.4 | a=1.000087 | H=2.41e-05 | 10.5 steps/s | 95.62 ms/step | ETA: 420.4 min
Step 36250/300000 | t=3.62e+00 | T=7384.4 | a=1.000087 | H=2.41e-05 | 10.5 steps/s | 95.61 ms/step | ETA: 420.3 min
Step 36300/300000 | t=3.63e+00 | T=7384.4 | a=1.000087 | H=2.41e-05 | 10.5 steps/s | 95.61 ms/step | ETA: 420.2 min
Step 36350/300000 | t=3.63e+00 | T=7384.4 | a=1.000087 | H=2.41e-05 | 10.5 steps/s | 95.61 ms/step | ETA: 420.1 min
Step 36400/300000 | t=3.64e+00 | T=7384.4 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.59 ms/step | ETA: 420.0 min
Step 36450/300000 | t=3.65e+00 | T=7384.4 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.58 ms/step | ETA: 419.8 min
Step 36500/300000 | t=3.65e+00 | T=7384.4 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.63 ms/step | ETA: 420.0 min
Step 36550/300000 | t=3.65e+00 | T=7384.4 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.62 ms/step | ETA: 419.8 min
Step 36600/300000 | t=3.66e+00 | T=7384.3 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.61 ms/step | ETA: 419.7 min
Step 36650/300000 | t=3.67e+00 | T=7384.3 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.60 ms/step | ETA: 419.6 min
Step 36700/300000 | t=3.67e+00 | T=7384.3 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.59 ms/step | ETA: 419.5 min
Step 36750/300000 | t=3.67e+00 | T=7384.3 | a=1.000088 | H=2.41e-05 | 10.5 steps/s | 95.58 ms/step | ETA: 419.3 min
Step 36800/300000 | t=3.68e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 419.2 min
Step 36850/300000 | t=3.69e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 419.1 min
Step 36900/300000 | t=3.69e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 419.0 min
Step 36950/300000 | t=3.69e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.54 ms/step | ETA: 418.9 min
Step 37000/300000 | t=3.70e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.60 ms/step | ETA: 419.0 min
Step 37050/300000 | t=3.71e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.58 ms/step | ETA: 418.9 min
Step 37100/300000 | t=3.71e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.58 ms/step | ETA: 418.8 min
Step 37150/300000 | t=3.71e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.57 ms/step | ETA: 418.7 min
Step 37200/300000 | t=3.72e+00 | T=7384.3 | a=1.000089 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 418.5 min
Step 37250/300000 | t=3.73e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 418.5 min
Step 37300/300000 | t=3.73e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.55 ms/step | ETA: 418.4 min
Step 37350/300000 | t=3.73e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.54 ms/step | ETA: 418.2 min
Step 37400/300000 | t=3.74e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.53 ms/step | ETA: 418.1 min
Step 37450/300000 | t=3.75e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.52 ms/step | ETA: 418.0 min
Step 37500/300000 | t=3.75e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.58 ms/step | ETA: 418.1 min
Step 37550/300000 | t=3.75e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 418.0 min
Step 37600/300000 | t=3.76e+00 | T=7384.3 | a=1.000090 | H=2.41e-05 | 10.5 steps/s | 95.56 ms/step | ETA: 417.9 min
Step 37650/300000 | t=3.77e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.55 ms/step | ETA: 417.8 min
Step 37700/300000 | t=3.77e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.54 ms/step | ETA: 417.6 min
Step 37750/300000 | t=3.77e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.53 ms/step | ETA: 417.5 min
Step 37800/300000 | t=3.78e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.52 ms/step | ETA: 417.4 min
Step 37850/300000 | t=3.79e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.52 ms/step | ETA: 417.3 min
Step 37900/300000 | t=3.79e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.51 ms/step | ETA: 417.2 min
Step 37950/300000 | t=3.79e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.50 ms/step | ETA: 417.1 min
Step 38000/300000 | t=3.80e+00 | T=7384.3 | a=1.000091 | H=2.41e-05 | 10.5 steps/s | 95.54 ms/step | ETA: 417.2 min
Step 38050/300000 | t=3.81e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.53 ms/step | ETA: 417.1 min
Step 38100/300000 | t=3.81e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.52 ms/step | ETA: 417.0 min
Step 38150/300000 | t=3.81e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.52 ms/step | ETA: 416.8 min
Step 38200/300000 | t=3.82e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.50 ms/step | ETA: 416.7 min
Step 38250/300000 | t=3.83e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.50 ms/step | ETA: 416.6 min
Step 38300/300000 | t=3.83e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.50 ms/step | ETA: 416.5 min
Step 38350/300000 | t=3.83e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.49 ms/step | ETA: 416.4 min
Step 38400/300000 | t=3.84e+00 | T=7384.3 | a=1.000092 | H=2.41e-05 | 10.5 steps/s | 95.47 ms/step | ETA: 416.3 min
Step 38450/300000 | t=3.85e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.46 ms/step | ETA: 416.1 min
Step 38500/300000 | t=3.85e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.51 ms/step | ETA: 416.3 min
Step 38550/300000 | t=3.85e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.50 ms/step | ETA: 416.1 min
Step 38600/300000 | t=3.86e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.50 ms/step | ETA: 416.1 min
Step 38650/300000 | t=3.87e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.49 ms/step | ETA: 416.0 min
Step 38700/300000 | t=3.87e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.48 ms/step | ETA: 415.8 min
Step 38750/300000 | t=3.88e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.48 ms/step | ETA: 415.7 min
Step 38800/300000 | t=3.88e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.47 ms/step | ETA: 415.6 min
Step 38850/300000 | t=3.88e+00 | T=7384.3 | a=1.000093 | H=2.41e-05 | 10.5 steps/s | 95.46 ms/step | ETA: 415.5 min
Step 38900/300000 | t=3.89e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.45 ms/step | ETA: 415.4 min
Step 38950/300000 | t=3.90e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.44 ms/step | ETA: 415.3 min
Step 39000/300000 | t=3.90e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.49 ms/step | ETA: 415.4 min
Step 39050/300000 | t=3.90e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.48 ms/step | ETA: 415.2 min
Step 39100/300000 | t=3.91e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.48 ms/step | ETA: 415.2 min
Step 39150/300000 | t=3.92e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.47 ms/step | ETA: 415.1 min
Step 39200/300000 | t=3.92e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.46 ms/step | ETA: 414.9 min
Step 39250/300000 | t=3.92e+00 | T=7384.3 | a=1.000094 | H=2.41e-05 | 10.5 steps/s | 95.45 ms/step | ETA: 414.8 min
Step 39300/300000 | t=3.93e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.44 ms/step | ETA: 414.7 min
Step 39350/300000 | t=3.94e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.43 ms/step | ETA: 414.6 min
Step 39400/300000 | t=3.94e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.42 ms/step | ETA: 414.4 min
Step 39450/300000 | t=3.94e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.41 ms/step | ETA: 414.3 min
Step 39500/300000 | t=3.95e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.46 ms/step | ETA: 414.4 min
Step 39550/300000 | t=3.96e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.45 ms/step | ETA: 414.3 min
Step 39600/300000 | t=3.96e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.45 ms/step | ETA: 414.2 min
Step 39650/300000 | t=3.96e+00 | T=7384.3 | a=1.000095 | H=2.41e-05 | 10.5 steps/s | 95.44 ms/step | ETA: 414.1 min
Step 39700/300000 | t=3.97e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.43 ms/step | ETA: 414.0 min
Step 39750/300000 | t=3.98e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.42 ms/step | ETA: 413.9 min
Step 39800/300000 | t=3.98e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.42 ms/step | ETA: 413.8 min
Step 39850/300000 | t=3.98e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.41 ms/step | ETA: 413.7 min
Step 39900/300000 | t=3.99e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.40 ms/step | ETA: 413.6 min
Step 39950/300000 | t=4.00e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.40 ms/step | ETA: 413.5 min
Step 40000/300000 | t=4.00e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.44 ms/step | ETA: 413.6 min
Step 40050/300000 | t=4.00e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.45 ms/step | ETA: 413.5 min
Step 40100/300000 | t=4.01e+00 | T=7384.3 | a=1.000096 | H=2.41e-05 | 10.5 steps/s | 95.44 ms/step | ETA: 413.4 min
Step 40150/300000 | t=4.01e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.43 ms/step | ETA: 413.3 min
Step 40200/300000 | t=4.02e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.42 ms/step | ETA: 413.2 min
Step 40250/300000 | t=4.03e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.41 ms/step | ETA: 413.0 min
Step 40300/300000 | t=4.03e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.40 ms/step | ETA: 412.9 min
Step 40350/300000 | t=4.04e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.39 ms/step | ETA: 412.8 min
Step 40400/300000 | t=4.04e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.38 ms/step | ETA: 412.7 min
Step 40450/300000 | t=4.04e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.37 ms/step | ETA: 412.5 min
Step 40500/300000 | t=4.05e+00 | T=7384.3 | a=1.000097 | H=2.41e-05 | 10.5 steps/s | 95.41 ms/step | ETA: 412.6 min
Step 40550/300000 | t=4.05e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.40 ms/step | ETA: 412.5 min
Step 40600/300000 | t=4.06e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.40 ms/step | ETA: 412.5 min
Step 40650/300000 | t=4.07e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.39 ms/step | ETA: 412.3 min
Step 40700/300000 | t=4.07e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.40 ms/step | ETA: 412.3 min
Step 40750/300000 | t=4.08e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.39 ms/step | ETA: 412.2 min
Step 40800/300000 | t=4.08e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.39 ms/step | ETA: 412.1 min
Step 40850/300000 | t=4.08e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.38 ms/step | ETA: 412.0 min
Step 40900/300000 | t=4.09e+00 | T=7384.3 | a=1.000098 | H=2.41e-05 | 10.5 steps/s | 95.37 ms/step | ETA: 411.8 min
Step 40950/300000 | t=4.09e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.36 ms/step | ETA: 411.7 min
Step 41000/300000 | t=4.10e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.41 ms/step | ETA: 411.8 min
Step 41050/300000 | t=4.11e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.40 ms/step | ETA: 411.7 min
Step 41100/300000 | t=4.11e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.39 ms/step | ETA: 411.6 min
Step 41150/300000 | t=4.12e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.39 ms/step | ETA: 411.5 min
Step 41200/300000 | t=4.12e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.38 ms/step | ETA: 411.4 min
Step 41250/300000 | t=4.12e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.37 ms/step | ETA: 411.3 min
Step 41300/300000 | t=4.13e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.36 ms/step | ETA: 411.1 min
Step 41350/300000 | t=4.13e+00 | T=7384.3 | a=1.000099 | H=2.41e-05 | 10.5 steps/s | 95.35 ms/step | ETA: 411.1 min
Step 41400/300000 | t=4.14e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.34 ms/step | ETA: 410.9 min
Step 41450/300000 | t=4.14e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 410.8 min
Step 41500/300000 | t=4.15e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.37 ms/step | ETA: 410.9 min
Step 41550/300000 | t=4.16e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.37 ms/step | ETA: 410.8 min
Step 41600/300000 | t=4.16e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.36 ms/step | ETA: 410.7 min
Step 41650/300000 | t=4.17e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.35 ms/step | ETA: 410.6 min
Step 41700/300000 | t=4.17e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.35 ms/step | ETA: 410.5 min
Step 41750/300000 | t=4.17e+00 | T=7384.3 | a=1.000100 | H=2.41e-05 | 10.5 steps/s | 95.34 ms/step | ETA: 410.4 min
Step 41800/300000 | t=4.18e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 410.3 min
Step 41850/300000 | t=4.18e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 410.1 min
Step 41900/300000 | t=4.19e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 410.0 min
Step 41950/300000 | t=4.20e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 409.9 min
Step 42000/300000 | t=4.20e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.35 ms/step | ETA: 410.0 min
Step 42050/300000 | t=4.21e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.34 ms/step | ETA: 409.9 min
Step 42100/300000 | t=4.21e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 409.8 min
Step 42150/300000 | t=4.21e+00 | T=7384.3 | a=1.000101 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 409.7 min
Step 42200/300000 | t=4.22e+00 | T=7384.3 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 409.6 min
Step 42250/300000 | t=4.22e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 409.5 min
Step 42300/300000 | t=4.23e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 409.4 min
Step 42350/300000 | t=4.24e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.30 ms/step | ETA: 409.2 min
Step 42400/300000 | t=4.24e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 409.1 min
Step 42450/300000 | t=4.25e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.28 ms/step | ETA: 409.0 min
Step 42500/300000 | t=4.25e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 409.1 min
Step 42550/300000 | t=4.25e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 409.0 min
Step 42600/300000 | t=4.26e+00 | T=7384.2 | a=1.000102 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 409.0 min
Step 42650/300000 | t=4.26e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 408.9 min
Step 42700/300000 | t=4.27e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 408.8 min
Step 42750/300000 | t=4.28e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 408.6 min
Step 42800/300000 | t=4.28e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.30 ms/step | ETA: 408.5 min
Step 42850/300000 | t=4.29e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 408.4 min
Step 42900/300000 | t=4.29e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 408.3 min
Step 42950/300000 | t=4.29e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.28 ms/step | ETA: 408.2 min
Step 43000/300000 | t=4.30e+00 | T=7384.2 | a=1.000103 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 408.3 min
Step 43050/300000 | t=4.30e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 408.2 min
Step 43100/300000 | t=4.31e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.30 ms/step | ETA: 408.1 min
Step 43150/300000 | t=4.32e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 407.9 min
Step 43200/300000 | t=4.32e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 407.9 min
Step 43250/300000 | t=4.33e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 407.8 min
Step 43300/300000 | t=4.33e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 407.7 min
Step 43350/300000 | t=4.33e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.28 ms/step | ETA: 407.6 min
Step 43400/300000 | t=4.34e+00 | T=7384.2 | a=1.000104 | H=2.41e-05 | 10.5 steps/s | 95.27 ms/step | ETA: 407.4 min
Step 43450/300000 | t=4.34e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.26 ms/step | ETA: 407.3 min
Step 43500/300000 | t=4.35e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.30 ms/step | ETA: 407.4 min
Step 43550/300000 | t=4.36e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 407.3 min
Step 43600/300000 | t=4.36e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.28 ms/step | ETA: 407.2 min
Step 43650/300000 | t=4.37e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.27 ms/step | ETA: 407.1 min
Step 43700/300000 | t=4.37e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.27 ms/step | ETA: 407.0 min
Step 43750/300000 | t=4.38e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.28 ms/step | ETA: 406.9 min
Step 43800/300000 | t=4.38e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.29 ms/step | ETA: 406.9 min
Step 43850/300000 | t=4.38e+00 | T=7384.2 | a=1.000105 | H=2.41e-05 | 10.5 steps/s | 95.30 ms/step | ETA: 406.9 min
Step 43900/300000 | t=4.39e+00 | T=7384.2 | a=1.000106 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 406.8 min
Step 43950/300000 | t=4.39e+00 | T=7384.2 | a=1.000106 | H=2.41e-05 | 10.5 steps/s | 95.30 ms/step | ETA: 406.7 min
Step 44000/300000 | t=4.40e+00 | T=7384.2 | a=1.000106 | H=2.41e-05 | 10.5 steps/s | 95.34 ms/step | ETA: 406.8 min
Step 44050/300000 | t=4.41e+00 | T=7384.2 | a=1.000106 | H=2.41e-05 | 10.5 steps/s | 95.33 ms/step | ETA: 406.6 min
Step 44100/300000 | t=4.41e+00 | T=7384.2 | a=1.000106 | H=2.41e-05 | 10.5 steps/s | 95.32 ms/step | ETA: 406.5 min
Step 44150/300000 | t=4.42e+00 | T=7384.2 | a=1.000106 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 406.4 min
Step 44200/300000 | t=4.42e+00 | T=7384.2 | a=1.000106 | H=2.41e-05 | 10.5 steps/s | 95.31 ms/step | ETA: 406.3 min
