======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-26 20:18:16
Log file: logs/simulation_20260226_201816.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------

Time step: dt_phys = 2.50e-04, dt (rescaled) = 2.5000e-01
  CFL limit: dt_CFL = 0.5774 (rescaled)
  dt/dt_CFL = 4.3301e-01 (SAFE)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7410.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 3000 GeV  →  3H/η = 2.41e-08
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11
Couplings: boson=1.09, fermion=1.09

Finding thermal VEV at T = 7410.0...
  V'(0) = 1.8860e-06
  V'(VEV) = 7.3221e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = 1.8860e-06
  V'(1e0)   = 1.8860e+04
  V'(1e5)   = -9.9981e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  Barrier found between 2.2355e+03 and 2.3518e+03
  Barrier top at: 2.3270e+03
  Escape point: 2.5597e+03
  V'(escape) = -1.0575e+07 (should be < 0)

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/256x256x256_T0_7410_dx_0.001_dtphys_0.00025_interval_4000_3D_hubble_eta_3000_gb_1.09_gf_1.09_rk2_fused_table/field_states
Figures will be saved to: data/set6/256x256x256_T0_7410_dx_0.001_dtphys_0.00025_interval_4000_3D_hubble_eta_3000_gb_1.09_gf_1.09_rk2_fused_table/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 256×256×256, Steps: 500000, dt: 2.50e-01
Integrator: rk2_fused_table
Using Vprime lookup table: True (size=16384)
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.3339e+03)
Overdamped mode: DISABLED (η = 3000)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-08
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Dense snapshots: enabled (threshold=40000.0, interval=100)
Step 0/500000 | t=0.00e+00 | T=7410.0 | a=1.000000 | H=2.41e-05 | 4.3 steps/s | 233.39 ms/step | ETA: 1944.9 min
Step 153300/500000 | t=3.83e+01 | T=7403.2 | a=1.000922 | H=2.41e-05 | 13.1 steps/s | 76.10 ms/step | ETA: 439.7 min
Step 153400/500000 | t=3.84e+01 | T=7403.2 | a=1.000923 | H=2.41e-05 | 13.1 steps/s | 76.10 ms/step | ETA: 439.6 min
Step 153500/500000 | t=3.84e+01 | T=7403.2 | a=1.000924 | H=2.41e-05 | 13.1 steps/s | 76.11 ms/step | ETA: 439.5 min
Step 153600/500000 | t=3.84e+01 | T=7403.2 | a=1.000924 | H=2.41e-05 | 13.1 steps/s | 76.11 ms/step | ETA: 439.4 min
Step 153700/500000 | t=3.84e+01 | T=7403.2 | a=1.000925 | H=2.41e-05 | 13.1 steps/s | 76.11 ms/step | ETA: 439.3 min
Step 153800/500000 | t=3.85e+01 | T=7403.1 | a=1.000925 | H=2.41e-05 | 13.1 steps/s | 76.12 ms/step | ETA: 439.2 min
Step 153900/500000 | t=3.85e+01 | T=7403.1 | a=1.000926 | H=2.41e-05 | 13.1 steps/s | 76.13 ms/step | ETA: 439.2 min
Step 154000/500000 | t=3.85e+01 | T=7403.1 | a=1.000927 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 439.1 min
Step 154100/500000 | t=3.85e+01 | T=7403.1 | a=1.000927 | H=2.41e-05 | 13.1 steps/s | 76.14 ms/step | ETA: 439.0 min
Step 154200/500000 | t=3.85e+01 | T=7403.1 | a=1.000928 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 438.9 min
Step 154300/500000 | t=3.86e+01 | T=7403.1 | a=1.000928 | H=2.41e-05 | 13.1 steps/s | 76.15 ms/step | ETA: 438.8 min
Step 154400/500000 | t=3.86e+01 | T=7403.1 | a=1.000929 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 438.7 min
Step 154500/500000 | t=3.86e+01 | T=7403.1 | a=1.000930 | H=2.41e-05 | 13.1 steps/s | 76.16 ms/step | ETA: 438.6 min
Step 154600/500000 | t=3.86e+01 | T=7403.1 | a=1.000930 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 438.5 min
Step 154700/500000 | t=3.87e+01 | T=7403.1 | a=1.000931 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 438.3 min
Step 154800/500000 | t=3.87e+01 | T=7403.1 | a=1.000931 | H=2.41e-05 | 13.1 steps/s | 76.17 ms/step | ETA: 438.3 min
Step 154900/500000 | t=3.87e+01 | T=7403.1 | a=1.000932 | H=2.41e-05 | 13.1 steps/s | 76.19 ms/step | ETA: 438.2 min
Step 155000/500000 | t=3.88e+01 | T=7403.1 | a=1.000933 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 438.1 min
Step 155100/500000 | t=3.88e+01 | T=7403.1 | a=1.000933 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 438.0 min
Step 155200/500000 | t=3.88e+01 | T=7403.1 | a=1.000934 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 437.9 min
Step 155300/500000 | t=3.88e+01 | T=7403.1 | a=1.000934 | H=2.41e-05 | 13.1 steps/s | 76.20 ms/step | ETA: 437.8 min
Step 155400/500000 | t=3.89e+01 | T=7403.1 | a=1.000935 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 437.7 min
Step 155500/500000 | t=3.89e+01 | T=7403.1 | a=1.000936 | H=2.41e-05 | 13.1 steps/s | 76.21 ms/step | ETA: 437.6 min
Step 155600/500000 | t=3.89e+01 | T=7403.1 | a=1.000936 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 437.5 min
Step 155700/500000 | t=3.89e+01 | T=7403.1 | a=1.000937 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 437.4 min
Step 155800/500000 | t=3.90e+01 | T=7403.1 | a=1.000937 | H=2.41e-05 | 13.1 steps/s | 76.22 ms/step | ETA: 437.3 min
Step 155900/500000 | t=3.90e+01 | T=7403.1 | a=1.000938 | H=2.41e-05 | 13.1 steps/s | 76.24 ms/step | ETA: 437.2 min
Step 156000/500000 | t=3.90e+01 | T=7403.1 | a=1.000939 | H=2.41e-05 | 13.1 steps/s | 76.25 ms/step | ETA: 437.2 min
Step 156100/500000 | t=3.90e+01 | T=7403.0 | a=1.000939 | H=2.41e-05 | 13.1 steps/s | 76.26 ms/step | ETA: 437.1 min
Step 156200/500000 | t=3.90e+01 | T=7403.0 | a=1.000940 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 437.0 min
Step 156300/500000 | t=3.91e+01 | T=7403.0 | a=1.000940 | H=2.41e-05 | 13.1 steps/s | 76.27 ms/step | ETA: 436.9 min
Step 156400/500000 | t=3.91e+01 | T=7403.0 | a=1.000941 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 436.8 min
Step 156500/500000 | t=3.91e+01 | T=7403.0 | a=1.000942 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 436.7 min
Step 156600/500000 | t=3.91e+01 | T=7403.0 | a=1.000942 | H=2.41e-05 | 13.1 steps/s | 76.28 ms/step | ETA: 436.6 min
Step 156700/500000 | t=3.92e+01 | T=7403.0 | a=1.000943 | H=2.41e-05 | 13.1 steps/s | 76.29 ms/step | ETA: 436.5 min
Step 156800/500000 | t=3.92e+01 | T=7403.0 | a=1.000943 | H=2.41e-05 | 13.1 steps/s | 76.31 ms/step | ETA: 436.5 min
Step 156900/500000 | t=3.92e+01 | T=7403.0 | a=1.000944 | H=2.41e-05 | 13.1 steps/s | 76.34 ms/step | ETA: 436.5 min
Step 157000/500000 | t=3.92e+01 | T=7403.0 | a=1.000945 | H=2.41e-05 | 13.1 steps/s | 76.35 ms/step | ETA: 436.4 min
Step 157100/500000 | t=3.93e+01 | T=7403.0 | a=1.000945 | H=2.41e-05 | 13.1 steps/s | 76.36 ms/step | ETA: 436.4 min
Step 157200/500000 | t=3.93e+01 | T=7403.0 | a=1.000946 | H=2.41e-05 | 13.1 steps/s | 76.36 ms/step | ETA: 436.3 min
Step 157300/500000 | t=3.93e+01 | T=7403.0 | a=1.000946 | H=2.41e-05 | 13.1 steps/s | 76.36 ms/step | ETA: 436.2 min
Step 157400/500000 | t=3.94e+01 | T=7403.0 | a=1.000947 | H=2.41e-05 | 13.1 steps/s | 76.37 ms/step | ETA: 436.1 min
Step 157500/500000 | t=3.94e+01 | T=7403.0 | a=1.000948 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 436.0 min
Step 157600/500000 | t=3.94e+01 | T=7403.0 | a=1.000948 | H=2.41e-05 | 13.1 steps/s | 76.38 ms/step | ETA: 435.9 min
Step 157700/500000 | t=3.94e+01 | T=7403.0 | a=1.000949 | H=2.41e-05 | 13.1 steps/s | 76.39 ms/step | ETA: 435.8 min
Step 157800/500000 | t=3.95e+01 | T=7403.0 | a=1.000949 | H=2.41e-05 | 13.1 steps/s | 76.40 ms/step | ETA: 435.7 min
Step 157900/500000 | t=3.95e+01 | T=7403.0 | a=1.000950 | H=2.41e-05 | 13.1 steps/s | 76.41 ms/step | ETA: 435.7 min
Step 158000/500000 | t=3.95e+01 | T=7403.0 | a=1.000951 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 435.6 min
Step 158100/500000 | t=3.95e+01 | T=7403.0 | a=1.000951 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 435.5 min
Step 158200/500000 | t=3.95e+01 | T=7403.0 | a=1.000952 | H=2.41e-05 | 13.1 steps/s | 76.42 ms/step | ETA: 435.4 min
Step 158300/500000 | t=3.96e+01 | T=7402.9 | a=1.000952 | H=2.41e-05 | 13.1 steps/s | 76.43 ms/step | ETA: 435.3 min
Step 158400/500000 | t=3.96e+01 | T=7402.9 | a=1.000953 | H=2.41e-05 | 13.1 steps/s | 76.44 ms/step | ETA: 435.2 min
Step 158500/500000 | t=3.96e+01 | T=7402.9 | a=1.000954 | H=2.41e-05 | 13.1 steps/s | 76.44 ms/step | ETA: 435.1 min
Step 158600/500000 | t=3.96e+01 | T=7402.9 | a=1.000954 | H=2.41e-05 | 13.1 steps/s | 76.44 ms/step | ETA: 435.0 min
Step 158700/500000 | t=3.97e+01 | T=7402.9 | a=1.000955 | H=2.41e-05 | 13.1 steps/s | 76.45 ms/step | ETA: 434.8 min
Step 158800/500000 | t=3.97e+01 | T=7402.9 | a=1.000955 | H=2.41e-05 | 13.1 steps/s | 76.45 ms/step | ETA: 434.7 min
Step 158900/500000 | t=3.97e+01 | T=7402.9 | a=1.000956 | H=2.41e-05 | 13.1 steps/s | 76.47 ms/step | ETA: 434.7 min
Step 159000/500000 | t=3.98e+01 | T=7402.9 | a=1.000957 | H=2.41e-05 | 13.1 steps/s | 76.47 ms/step | ETA: 434.6 min
Step 159100/500000 | t=3.98e+01 | T=7402.9 | a=1.000957 | H=2.41e-05 | 13.1 steps/s | 76.48 ms/step | ETA: 434.5 min
Step 159200/500000 | t=3.98e+01 | T=7402.9 | a=1.000958 | H=2.41e-05 | 13.1 steps/s | 76.48 ms/step | ETA: 434.4 min
Step 159300/500000 | t=3.98e+01 | T=7402.9 | a=1.000959 | H=2.41e-05 | 13.1 steps/s | 76.48 ms/step | ETA: 434.3 min
Step 159400/500000 | t=3.99e+01 | T=7402.9 | a=1.000959 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 434.2 min
Step 159500/500000 | t=3.99e+01 | T=7402.9 | a=1.000960 | H=2.41e-05 | 13.1 steps/s | 76.49 ms/step | ETA: 434.1 min
Step 159600/500000 | t=3.99e+01 | T=7402.9 | a=1.000960 | H=2.41e-05 | 13.1 steps/s | 76.50 ms/step | ETA: 434.0 min
Step 159700/500000 | t=3.99e+01 | T=7402.9 | a=1.000961 | H=2.41e-05 | 13.1 steps/s | 76.50 ms/step | ETA: 433.9 min
Step 159800/500000 | t=4.00e+01 | T=7402.9 | a=1.000962 | H=2.41e-05 | 13.1 steps/s | 76.50 ms/step | ETA: 433.8 min
Step 159900/500000 | t=4.00e+01 | T=7402.9 | a=1.000962 | H=2.41e-05 | 13.1 steps/s | 76.53 ms/step | ETA: 433.8 min
Step 160000/500000 | t=4.00e+01 | T=7402.9 | a=1.000963 | H=2.41e-05 | 13.1 steps/s | 76.53 ms/step | ETA: 433.7 min
Step 160100/500000 | t=4.00e+01 | T=7402.9 | a=1.000963 | H=2.41e-05 | 13.1 steps/s | 76.53 ms/step | ETA: 433.6 min
Step 160200/500000 | t=4.00e+01 | T=7402.9 | a=1.000964 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 433.5 min
Step 160300/500000 | t=4.01e+01 | T=7402.9 | a=1.000965 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 433.3 min
Step 160400/500000 | t=4.01e+01 | T=7402.9 | a=1.000965 | H=2.41e-05 | 13.1 steps/s | 76.54 ms/step | ETA: 433.2 min
Step 160500/500000 | t=4.01e+01 | T=7402.9 | a=1.000966 | H=2.41e-05 | 13.1 steps/s | 76.55 ms/step | ETA: 433.1 min
Step 160600/500000 | t=4.01e+01 | T=7402.8 | a=1.000966 | H=2.41e-05 | 13.1 steps/s | 76.55 ms/step | ETA: 433.0 min
Step 160700/500000 | t=4.02e+01 | T=7402.8 | a=1.000967 | H=2.41e-05 | 13.1 steps/s | 76.55 ms/step | ETA: 432.9 min
Step 160800/500000 | t=4.02e+01 | T=7402.8 | a=1.000968 | H=2.41e-05 | 13.1 steps/s | 76.56 ms/step | ETA: 432.8 min
Step 160900/500000 | t=4.02e+01 | T=7402.8 | a=1.000968 | H=2.41e-05 | 13.1 steps/s | 76.57 ms/step | ETA: 432.8 min
Step 161000/500000 | t=4.02e+01 | T=7402.8 | a=1.000969 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 432.7 min
Step 161100/500000 | t=4.03e+01 | T=7402.8 | a=1.000969 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 432.5 min
Step 161200/500000 | t=4.03e+01 | T=7402.8 | a=1.000970 | H=2.41e-05 | 13.1 steps/s | 76.58 ms/step | ETA: 432.4 min
Step 161300/500000 | t=4.03e+01 | T=7402.8 | a=1.000971 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 432.3 min
Step 161400/500000 | t=4.04e+01 | T=7402.8 | a=1.000971 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 432.2 min
Step 161500/500000 | t=4.04e+01 | T=7402.8 | a=1.000972 | H=2.41e-05 | 13.1 steps/s | 76.59 ms/step | ETA: 432.1 min
Step 161600/500000 | t=4.04e+01 | T=7402.8 | a=1.000972 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 432.0 min
Step 161700/500000 | t=4.04e+01 | T=7402.8 | a=1.000973 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 431.9 min
Step 161800/500000 | t=4.05e+01 | T=7402.8 | a=1.000974 | H=2.41e-05 | 13.1 steps/s | 76.60 ms/step | ETA: 431.8 min
Step 161900/500000 | t=4.05e+01 | T=7402.8 | a=1.000974 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 431.8 min
Step 162000/500000 | t=4.05e+01 | T=7402.8 | a=1.000975 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 431.6 min
Step 162100/500000 | t=4.05e+01 | T=7402.8 | a=1.000975 | H=2.41e-05 | 13.1 steps/s | 76.62 ms/step | ETA: 431.5 min
Step 162200/500000 | t=4.05e+01 | T=7402.8 | a=1.000976 | H=2.41e-05 | 13.1 steps/s | 76.63 ms/step | ETA: 431.4 min
Step 162300/500000 | t=4.06e+01 | T=7402.8 | a=1.000977 | H=2.41e-05 | 13.0 steps/s | 76.63 ms/step | ETA: 431.3 min
Step 162400/500000 | t=4.06e+01 | T=7402.8 | a=1.000977 | H=2.41e-05 | 13.0 steps/s | 76.64 ms/step | ETA: 431.2 min
Step 162500/500000 | t=4.06e+01 | T=7402.8 | a=1.000978 | H=2.41e-05 | 13.0 steps/s | 76.64 ms/step | ETA: 431.1 min
Step 162600/500000 | t=4.06e+01 | T=7402.8 | a=1.000978 | H=2.41e-05 | 13.0 steps/s | 76.64 ms/step | ETA: 431.0 min
Step 162700/500000 | t=4.07e+01 | T=7402.8 | a=1.000979 | H=2.41e-05 | 13.0 steps/s | 76.64 ms/step | ETA: 430.9 min
Step 162800/500000 | t=4.07e+01 | T=7402.7 | a=1.000980 | H=2.41e-05 | 13.0 steps/s | 76.65 ms/step | ETA: 430.7 min
Step 162900/500000 | t=4.07e+01 | T=7402.7 | a=1.000980 | H=2.41e-05 | 13.0 steps/s | 76.66 ms/step | ETA: 430.7 min
Step 163000/500000 | t=4.08e+01 | T=7402.7 | a=1.000981 | H=2.41e-05 | 13.0 steps/s | 76.67 ms/step | ETA: 430.6 min
Step 163100/500000 | t=4.08e+01 | T=7402.7 | a=1.000981 | H=2.41e-05 | 13.0 steps/s | 76.67 ms/step | ETA: 430.5 min
Step 163200/500000 | t=4.08e+01 | T=7402.7 | a=1.000982 | H=2.41e-05 | 13.0 steps/s | 76.67 ms/step | ETA: 430.4 min
Step 163300/500000 | t=4.08e+01 | T=7402.7 | a=1.000983 | H=2.41e-05 | 13.0 steps/s | 76.68 ms/step | ETA: 430.3 min
Step 163400/500000 | t=4.09e+01 | T=7402.7 | a=1.000983 | H=2.41e-05 | 13.0 steps/s | 76.68 ms/step | ETA: 430.2 min
Step 163500/500000 | t=4.09e+01 | T=7402.7 | a=1.000984 | H=2.41e-05 | 13.0 steps/s | 76.68 ms/step | ETA: 430.1 min
Step 163600/500000 | t=4.09e+01 | T=7402.7 | a=1.000984 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 430.0 min
Step 163700/500000 | t=4.09e+01 | T=7402.7 | a=1.000985 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 429.8 min
Step 163800/500000 | t=4.10e+01 | T=7402.7 | a=1.000986 | H=2.41e-05 | 13.0 steps/s | 76.69 ms/step | ETA: 429.7 min
Step 163900/500000 | t=4.10e+01 | T=7402.7 | a=1.000986 | H=2.41e-05 | 13.0 steps/s | 76.71 ms/step | ETA: 429.7 min
Step 164000/500000 | t=4.10e+01 | T=7402.7 | a=1.000987 | H=2.41e-05 | 13.0 steps/s | 76.71 ms/step | ETA: 429.6 min
Step 164100/500000 | t=4.10e+01 | T=7402.7 | a=1.000987 | H=2.41e-05 | 13.0 steps/s | 76.72 ms/step | ETA: 429.5 min
Step 164200/500000 | t=4.10e+01 | T=7402.7 | a=1.000988 | H=2.41e-05 | 13.0 steps/s | 76.72 ms/step | ETA: 429.4 min
Step 164300/500000 | t=4.11e+01 | T=7402.7 | a=1.000989 | H=2.41e-05 | 13.0 steps/s | 76.72 ms/step | ETA: 429.3 min
Step 164400/500000 | t=4.11e+01 | T=7402.7 | a=1.000989 | H=2.41e-05 | 13.0 steps/s | 76.72 ms/step | ETA: 429.1 min
Step 164500/500000 | t=4.11e+01 | T=7402.7 | a=1.000990 | H=2.41e-05 | 13.0 steps/s | 76.73 ms/step | ETA: 429.0 min
Step 164600/500000 | t=4.11e+01 | T=7402.7 | a=1.000990 | H=2.41e-05 | 13.0 steps/s | 76.73 ms/step | ETA: 428.9 min
Step 164700/500000 | t=4.12e+01 | T=7402.7 | a=1.000991 | H=2.41e-05 | 13.0 steps/s | 76.73 ms/step | ETA: 428.8 min
Step 164800/500000 | t=4.12e+01 | T=7402.7 | a=1.000992 | H=2.41e-05 | 13.0 steps/s | 76.73 ms/step | ETA: 428.7 min
Step 164900/500000 | t=4.12e+01 | T=7402.7 | a=1.000992 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 428.6 min
Step 165000/500000 | t=4.12e+01 | T=7402.7 | a=1.000993 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 428.5 min
Step 165100/500000 | t=4.13e+01 | T=7402.6 | a=1.000993 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 428.4 min
Step 165200/500000 | t=4.13e+01 | T=7402.6 | a=1.000994 | H=2.41e-05 | 13.0 steps/s | 76.75 ms/step | ETA: 428.3 min
Step 165300/500000 | t=4.13e+01 | T=7402.6 | a=1.000995 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 428.2 min
Step 165400/500000 | t=4.14e+01 | T=7402.6 | a=1.000995 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 428.0 min
Step 165500/500000 | t=4.14e+01 | T=7402.6 | a=1.000996 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 427.9 min
Step 165600/500000 | t=4.14e+01 | T=7402.6 | a=1.000996 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 427.8 min
Step 165700/500000 | t=4.14e+01 | T=7402.6 | a=1.000997 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 427.7 min
Step 165800/500000 | t=4.15e+01 | T=7402.6 | a=1.000998 | H=2.41e-05 | 13.0 steps/s | 76.76 ms/step | ETA: 427.6 min
Step 165900/500000 | t=4.15e+01 | T=7402.6 | a=1.000998 | H=2.41e-05 | 13.0 steps/s | 76.78 ms/step | ETA: 427.5 min
Step 166000/500000 | t=4.15e+01 | T=7402.6 | a=1.000999 | H=2.41e-05 | 13.0 steps/s | 76.78 ms/step | ETA: 427.4 min
Step 166100/500000 | t=4.15e+01 | T=7402.6 | a=1.000999 | H=2.41e-05 | 13.0 steps/s | 76.78 ms/step | ETA: 427.3 min
Step 166200/500000 | t=4.15e+01 | T=7402.6 | a=1.001000 | H=2.41e-05 | 13.0 steps/s | 76.79 ms/step | ETA: 427.2 min
Step 166300/500000 | t=4.16e+01 | T=7402.6 | a=1.001001 | H=2.41e-05 | 13.0 steps/s | 76.79 ms/step | ETA: 427.1 min
Step 166400/500000 | t=4.16e+01 | T=7402.6 | a=1.001001 | H=2.41e-05 | 13.0 steps/s | 76.79 ms/step | ETA: 427.0 min
Step 166500/500000 | t=4.16e+01 | T=7402.6 | a=1.001002 | H=2.41e-05 | 13.0 steps/s | 76.79 ms/step | ETA: 426.8 min
Step 166600/500000 | t=4.16e+01 | T=7402.6 | a=1.001002 | H=2.41e-05 | 13.0 steps/s | 76.80 ms/step | ETA: 426.7 min
Step 166700/500000 | t=4.17e+01 | T=7402.6 | a=1.001003 | H=2.41e-05 | 13.0 steps/s | 76.80 ms/step | ETA: 426.6 min
Step 166800/500000 | t=4.17e+01 | T=7402.6 | a=1.001004 | H=2.41e-05 | 13.0 steps/s | 76.80 ms/step | ETA: 426.5 min
Step 166900/500000 | t=4.17e+01 | T=7402.6 | a=1.001004 | H=2.41e-05 | 13.0 steps/s | 76.82 ms/step | ETA: 426.5 min
Step 167000/500000 | t=4.18e+01 | T=7402.6 | a=1.001005 | H=2.41e-05 | 13.0 steps/s | 76.82 ms/step | ETA: 426.4 min
Step 167100/500000 | t=4.18e+01 | T=7402.6 | a=1.001005 | H=2.41e-05 | 13.0 steps/s | 76.83 ms/step | ETA: 426.3 min
Step 167200/500000 | t=4.18e+01 | T=7402.6 | a=1.001006 | H=2.41e-05 | 13.0 steps/s | 76.83 ms/step | ETA: 426.2 min
Step 167300/500000 | t=4.18e+01 | T=7402.5 | a=1.001007 | H=2.41e-05 | 13.0 steps/s | 76.84 ms/step | ETA: 426.1 min
Step 167400/500000 | t=4.19e+01 | T=7402.5 | a=1.001007 | H=2.41e-05 | 13.0 steps/s | 76.84 ms/step | ETA: 425.9 min
Step 167500/500000 | t=4.19e+01 | T=7402.5 | a=1.001008 | H=2.41e-05 | 13.0 steps/s | 76.84 ms/step | ETA: 425.8 min
Step 167600/500000 | t=4.19e+01 | T=7402.5 | a=1.001008 | H=2.41e-05 | 13.0 steps/s | 76.84 ms/step | ETA: 425.7 min
Step 167700/500000 | t=4.19e+01 | T=7402.5 | a=1.001009 | H=2.41e-05 | 13.0 steps/s | 76.85 ms/step | ETA: 425.6 min
Step 167800/500000 | t=4.20e+01 | T=7402.5 | a=1.001010 | H=2.41e-05 | 13.0 steps/s | 76.85 ms/step | ETA: 425.5 min
Step 167900/500000 | t=4.20e+01 | T=7402.5 | a=1.001010 | H=2.41e-05 | 13.0 steps/s | 76.86 ms/step | ETA: 425.4 min
Step 168000/500000 | t=4.20e+01 | T=7402.5 | a=1.001011 | H=2.41e-05 | 13.0 steps/s | 76.86 ms/step | ETA: 425.3 min
Step 168100/500000 | t=4.20e+01 | T=7402.5 | a=1.001011 | H=2.41e-05 | 13.0 steps/s | 76.87 ms/step | ETA: 425.2 min
Step 168200/500000 | t=4.20e+01 | T=7402.5 | a=1.001012 | H=2.41e-05 | 13.0 steps/s | 76.87 ms/step | ETA: 425.1 min
Step 168300/500000 | t=4.21e+01 | T=7402.5 | a=1.001013 | H=2.41e-05 | 13.0 steps/s | 76.87 ms/step | ETA: 425.0 min
Step 168400/500000 | t=4.21e+01 | T=7402.5 | a=1.001013 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 424.9 min
Step 168500/500000 | t=4.21e+01 | T=7402.5 | a=1.001014 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 424.8 min
Step 168600/500000 | t=4.21e+01 | T=7402.5 | a=1.001014 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 424.6 min
Step 168700/500000 | t=4.22e+01 | T=7402.5 | a=1.001015 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 424.5 min
Step 168800/500000 | t=4.22e+01 | T=7402.5 | a=1.001016 | H=2.41e-05 | 13.0 steps/s | 76.88 ms/step | ETA: 424.4 min
Step 168900/500000 | t=4.22e+01 | T=7402.5 | a=1.001016 | H=2.41e-05 | 13.0 steps/s | 76.90 ms/step | ETA: 424.4 min
Step 169000/500000 | t=4.22e+01 | T=7402.5 | a=1.001017 | H=2.41e-05 | 13.0 steps/s | 76.90 ms/step | ETA: 424.2 min
Step 169100/500000 | t=4.23e+01 | T=7402.5 | a=1.001018 | H=2.41e-05 | 13.0 steps/s | 76.90 ms/step | ETA: 424.1 min
Step 169200/500000 | t=4.23e+01 | T=7402.5 | a=1.001018 | H=2.41e-05 | 13.0 steps/s | 76.91 ms/step | ETA: 424.0 min
Step 169300/500000 | t=4.23e+01 | T=7402.5 | a=1.001019 | H=2.41e-05 | 13.0 steps/s | 76.91 ms/step | ETA: 423.9 min
Step 169400/500000 | t=4.24e+01 | T=7402.5 | a=1.001019 | H=2.41e-05 | 13.0 steps/s | 76.91 ms/step | ETA: 423.8 min
Step 169500/500000 | t=4.24e+01 | T=7402.5 | a=1.001020 | H=2.41e-05 | 13.0 steps/s | 76.91 ms/step | ETA: 423.6 min
