======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-26 12:41:51
Log file: logs/simulation_20260226_124151.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------

Time step: dt_phys = 2.50e-04, dt (rescaled) = 2.5000e-01
  CFL limit: dt_CFL = 0.5774 (rescaled)
  dt/dt_CFL = 4.3301e-01 (SAFE)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7403.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 5000 GeV  →  3H/η = 1.44e-08
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11
Couplings: boson=1.09, fermion=1.09

Finding thermal VEV at T = 7403.0...
  V'(0) = 1.6904e-06
  V'(VEV) = 7.3013e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = 1.6904e-06
  V'(1e0)   = 1.6904e+04
  V'(1e5)   = -9.9981e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  Barrier found between 2.1249e+03 and 2.2355e+03
  Barrier top at: 2.2074e+03
  Escape point: 2.4281e+03
  V'(escape) = -8.9789e+06 (should be < 0)

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/256x256x256_T0_7403_dx_0.001_dtphys_0.00025_interval_4000_3D_hubble_eta_5000_gb_1.09_gf_1.09_rk2_fused_table/field_states
Figures will be saved to: data/set6/256x256x256_T0_7403_dx_0.001_dtphys_0.00025_interval_4000_3D_hubble_eta_5000_gb_1.09_gf_1.09_rk2_fused_table/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 256×256×256, Steps: 10000000000, dt: 2.50e-01
Integrator: rk2_fused_table
Using Vprime lookup table: True (size=16384)
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 4.3020e+03)
Overdamped mode: DISABLED (η = 5000)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 1.44e-08
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Dense snapshots: enabled (threshold=40000.0, interval=100)
Step 0/10000000000 | t=0.00e+00 | T=7403.0 | a=1.000000 | H=2.41e-05 | 4.4 steps/s | 229.03 ms/step | ETA: 38171529.8 min
Step 39400/10000000000 | t=9.85e+00 | T=7401.2 | a=1.000237 | H=2.41e-05 | 12.4 steps/s | 80.50 ms/step | ETA: 13416925.9 min
Step 39500/10000000000 | t=9.88e+00 | T=7401.2 | a=1.000238 | H=2.41e-05 | 12.4 steps/s | 80.51 ms/step | ETA: 13417574.0 min
Step 39600/10000000000 | t=9.90e+00 | T=7401.2 | a=1.000238 | H=2.41e-05 | 12.4 steps/s | 80.51 ms/step | ETA: 13417757.6 min
Step 39700/10000000000 | t=9.93e+00 | T=7401.2 | a=1.000239 | H=2.41e-05 | 12.4 steps/s | 80.56 ms/step | ETA: 13427130.7 min
Step 39800/10000000000 | t=9.95e+00 | T=7401.2 | a=1.000239 | H=2.41e-05 | 12.4 steps/s | 80.56 ms/step | ETA: 13427069.2 min
Step 39900/10000000000 | t=9.97e+00 | T=7401.2 | a=1.000240 | H=2.41e-05 | 12.4 steps/s | 80.57 ms/step | ETA: 13428193.8 min
Step 40000/10000000000 | t=1.00e+01 | T=7401.2 | a=1.000241 | H=2.41e-05 | 12.4 steps/s | 80.58 ms/step | ETA: 13429557.2 min
Step 40100/10000000000 | t=1.00e+01 | T=7401.2 | a=1.000241 | H=2.41e-05 | 12.4 steps/s | 80.58 ms/step | ETA: 13430104.5 min
Step 40200/10000000000 | t=1.01e+01 | T=7401.2 | a=1.000242 | H=2.41e-05 | 12.4 steps/s | 80.58 ms/step | ETA: 13430220.6 min
Step 40300/10000000000 | t=1.01e+01 | T=7401.2 | a=1.000242 | H=2.41e-05 | 12.4 steps/s | 80.59 ms/step | ETA: 13432057.8 min
Step 40400/10000000000 | t=1.01e+01 | T=7401.2 | a=1.000243 | H=2.41e-05 | 12.4 steps/s | 80.60 ms/step | ETA: 13432954.8 min
Step 40500/10000000000 | t=1.01e+01 | T=7401.2 | a=1.000244 | H=2.41e-05 | 12.4 steps/s | 80.60 ms/step | ETA: 13433017.5 min
Step 40600/10000000000 | t=1.02e+01 | T=7401.2 | a=1.000244 | H=2.41e-05 | 12.4 steps/s | 80.60 ms/step | ETA: 13433867.2 min
Step 40700/10000000000 | t=1.02e+01 | T=7401.2 | a=1.000245 | H=2.41e-05 | 12.4 steps/s | 80.66 ms/step | ETA: 13442776.7 min
Step 40800/10000000000 | t=1.02e+01 | T=7401.2 | a=1.000245 | H=2.41e-05 | 12.4 steps/s | 80.66 ms/step | ETA: 13442912.3 min
Step 40900/10000000000 | t=1.02e+01 | T=7401.2 | a=1.000246 | H=2.41e-05 | 12.4 steps/s | 80.67 ms/step | ETA: 13444836.3 min
Step 41000/10000000000 | t=1.02e+01 | T=7401.2 | a=1.000247 | H=2.41e-05 | 12.4 steps/s | 80.67 ms/step | ETA: 13444915.2 min
Step 41100/10000000000 | t=1.03e+01 | T=7401.2 | a=1.000247 | H=2.41e-05 | 12.4 steps/s | 80.67 ms/step | ETA: 13445455.2 min
Step 41200/10000000000 | t=1.03e+01 | T=7401.2 | a=1.000248 | H=2.41e-05 | 12.4 steps/s | 80.67 ms/step | ETA: 13445625.9 min
Step 41300/10000000000 | t=1.03e+01 | T=7401.2 | a=1.000248 | H=2.41e-05 | 12.4 steps/s | 80.68 ms/step | ETA: 13446528.1 min
Step 41400/10000000000 | t=1.03e+01 | T=7401.2 | a=1.000249 | H=2.41e-05 | 12.4 steps/s | 80.68 ms/step | ETA: 13446598.2 min
Step 41500/10000000000 | t=1.04e+01 | T=7401.2 | a=1.000250 | H=2.41e-05 | 12.4 steps/s | 80.68 ms/step | ETA: 13446674.5 min
Step 41600/10000000000 | t=1.04e+01 | T=7401.1 | a=1.000250 | H=2.41e-05 | 12.4 steps/s | 80.68 ms/step | ETA: 13446937.9 min
Step 41700/10000000000 | t=1.04e+01 | T=7401.1 | a=1.000251 | H=2.41e-05 | 12.4 steps/s | 80.74 ms/step | ETA: 13456244.7 min
Step 41800/10000000000 | t=1.04e+01 | T=7401.1 | a=1.000251 | H=2.41e-05 | 12.4 steps/s | 80.74 ms/step | ETA: 13456683.5 min
Step 41900/10000000000 | t=1.05e+01 | T=7401.1 | a=1.000252 | H=2.41e-05 | 12.4 steps/s | 80.74 ms/step | ETA: 13456920.7 min
Step 42000/10000000000 | t=1.05e+01 | T=7401.1 | a=1.000253 | H=2.41e-05 | 12.4 steps/s | 80.74 ms/step | ETA: 13456908.5 min
Step 42100/10000000000 | t=1.05e+01 | T=7401.1 | a=1.000253 | H=2.41e-05 | 12.4 steps/s | 80.74 ms/step | ETA: 13457039.5 min
Step 42200/10000000000 | t=1.06e+01 | T=7401.1 | a=1.000254 | H=2.41e-05 | 12.4 steps/s | 80.75 ms/step | ETA: 13457517.9 min
Step 42300/10000000000 | t=1.06e+01 | T=7401.1 | a=1.000254 | H=2.41e-05 | 12.4 steps/s | 80.75 ms/step | ETA: 13457919.2 min
Step 42400/10000000000 | t=1.06e+01 | T=7401.1 | a=1.000255 | H=2.41e-05 | 12.4 steps/s | 80.75 ms/step | ETA: 13457899.9 min
Step 42500/10000000000 | t=1.06e+01 | T=7401.1 | a=1.000256 | H=2.41e-05 | 12.4 steps/s | 80.75 ms/step | ETA: 13458994.0 min
Step 42600/10000000000 | t=1.07e+01 | T=7401.1 | a=1.000256 | H=2.41e-05 | 12.4 steps/s | 80.77 ms/step | ETA: 13460960.5 min
Step 42700/10000000000 | t=1.07e+01 | T=7401.1 | a=1.000257 | H=2.41e-05 | 12.4 steps/s | 80.82 ms/step | ETA: 13469598.2 min
Step 42800/10000000000 | t=1.07e+01 | T=7401.1 | a=1.000257 | H=2.41e-05 | 12.4 steps/s | 80.82 ms/step | ETA: 13470310.5 min
Step 42900/10000000000 | t=1.07e+01 | T=7401.1 | a=1.000258 | H=2.41e-05 | 12.4 steps/s | 80.83 ms/step | ETA: 13472016.9 min
Step 43000/10000000000 | t=1.08e+01 | T=7401.1 | a=1.000259 | H=2.41e-05 | 12.4 steps/s | 80.83 ms/step | ETA: 13472435.7 min
Step 43100/10000000000 | t=1.08e+01 | T=7401.1 | a=1.000259 | H=2.41e-05 | 12.4 steps/s | 80.84 ms/step | ETA: 13473061.0 min
Step 43200/10000000000 | t=1.08e+01 | T=7401.1 | a=1.000260 | H=2.41e-05 | 12.4 steps/s | 80.84 ms/step | ETA: 13473850.5 min
Step 43300/10000000000 | t=1.08e+01 | T=7401.1 | a=1.000260 | H=2.41e-05 | 12.4 steps/s | 80.85 ms/step | ETA: 13474214.2 min
Step 43400/10000000000 | t=1.08e+01 | T=7401.1 | a=1.000261 | H=2.41e-05 | 12.4 steps/s | 80.84 ms/step | ETA: 13473831.0 min
Step 43500/10000000000 | t=1.09e+01 | T=7401.1 | a=1.000262 | H=2.41e-05 | 12.4 steps/s | 80.84 ms/step | ETA: 13473497.4 min
Step 43600/10000000000 | t=1.09e+01 | T=7401.1 | a=1.000262 | H=2.41e-05 | 12.4 steps/s | 80.84 ms/step | ETA: 13473762.0 min
Step 43700/10000000000 | t=1.09e+01 | T=7401.1 | a=1.000263 | H=2.41e-05 | 12.4 steps/s | 80.90 ms/step | ETA: 13482771.7 min
Step 43800/10000000000 | t=1.09e+01 | T=7401.1 | a=1.000263 | H=2.41e-05 | 12.4 steps/s | 80.93 ms/step | ETA: 13487871.9 min
Step 43900/10000000000 | t=1.10e+01 | T=7401.0 | a=1.000264 | H=2.41e-05 | 12.4 steps/s | 80.94 ms/step | ETA: 13489187.0 min
Step 44000/10000000000 | t=1.10e+01 | T=7401.0 | a=1.000265 | H=2.41e-05 | 12.4 steps/s | 80.94 ms/step | ETA: 13490439.8 min
Step 44100/10000000000 | t=1.10e+01 | T=7401.0 | a=1.000265 | H=2.41e-05 | 12.4 steps/s | 80.94 ms/step | ETA: 13489944.0 min
Step 44200/10000000000 | t=1.11e+01 | T=7401.0 | a=1.000266 | H=2.41e-05 | 12.4 steps/s | 80.94 ms/step | ETA: 13489245.1 min
Step 44300/10000000000 | t=1.11e+01 | T=7401.0 | a=1.000266 | H=2.41e-05 | 12.4 steps/s | 80.93 ms/step | ETA: 13488286.6 min
Step 44400/10000000000 | t=1.11e+01 | T=7401.0 | a=1.000267 | H=2.41e-05 | 12.4 steps/s | 80.92 ms/step | ETA: 13487096.7 min
Step 44500/10000000000 | t=1.11e+01 | T=7401.0 | a=1.000268 | H=2.41e-05 | 12.4 steps/s | 80.92 ms/step | ETA: 13485867.8 min
Step 44600/10000000000 | t=1.12e+01 | T=7401.0 | a=1.000268 | H=2.41e-05 | 12.4 steps/s | 80.91 ms/step | ETA: 13484716.2 min
Step 44700/10000000000 | t=1.12e+01 | T=7401.0 | a=1.000269 | H=2.41e-05 | 12.4 steps/s | 80.96 ms/step | ETA: 13492781.6 min
Step 44800/10000000000 | t=1.12e+01 | T=7401.0 | a=1.000269 | H=2.41e-05 | 12.4 steps/s | 80.95 ms/step | ETA: 13491979.9 min
Step 44900/10000000000 | t=1.12e+01 | T=7401.0 | a=1.000270 | H=2.41e-05 | 12.4 steps/s | 80.95 ms/step | ETA: 13490822.2 min
Step 45000/10000000000 | t=1.12e+01 | T=7401.0 | a=1.000271 | H=2.41e-05 | 12.4 steps/s | 80.94 ms/step | ETA: 13489589.9 min
Step 45100/10000000000 | t=1.13e+01 | T=7401.0 | a=1.000271 | H=2.41e-05 | 12.4 steps/s | 80.94 ms/step | ETA: 13489135.7 min
Step 45200/10000000000 | t=1.13e+01 | T=7401.0 | a=1.000272 | H=2.41e-05 | 12.4 steps/s | 80.93 ms/step | ETA: 13488401.9 min
Step 45300/10000000000 | t=1.13e+01 | T=7401.0 | a=1.000272 | H=2.41e-05 | 12.4 steps/s | 80.94 ms/step | ETA: 13490674.6 min
Step 45400/10000000000 | t=1.13e+01 | T=7401.0 | a=1.000273 | H=2.41e-05 | 12.4 steps/s | 80.95 ms/step | ETA: 13490827.6 min
